65.28008000    54.83300000    99.83081270    90.74407900    43.67430000
60.30122430    85.19341000    37.78626100    52.81670400    87.94650000
97.68353543    88.52121000    22.87798531    8.41124061    11.35200000
30.22600000    68.90610000    37.75400500    34.87708000    45.60157527
2.93353700    69.26634690    50.45341000    64.10600000    75.32404000
28.29383000    36.01007030    7.89197066    2.16350441    42.45030000
50.61023270    77.58335000    36.49808000    45.14154000    46.23257842
1.25005400    1.81866050    53.31295000    96.75128900    62.57651550
77.62751000    66.10485000    88.34690000    6.91710000    35.42339381
97.51400000    57.32400000    29.50775983    57.47814368    16.65769500
18.59455000    25.64930000    80.94900000    31.28848830    78.00082710
36.94500000    21.14638410    74.39213000    11.79622800    1.28443200
96.19800000    72.21842000    5.76900000    50.84605000    96.63600000
25.80470000    48.99046100    84.83643200    2.95061278    86.33501200
5.21154000    93.54262000    37.60818000    68.31900000    86.78071072
6.86204230    77.20945243    8.56119931    79.79940000    1.84690000
81.73920000    28.77651000    42.26874300    5.99990000    17.16277810
88.04019366    83.25870000    14.61635608    2.56458977    4.57122732
26.91600000    8.07290000    49.20725900    76.23724000    10.49081700
0.82705570    75.34900000    48.21830000    59.54815130    82.44953188
10.06400000    39.55141880    21.44268000    87.05900000    88.04831510
99.34686131    18.96248000    29.92779389    37.14081000    25.56080300
22.71940000    6.87303450    79.81140000    63.51609000    32.38000000
19.37200000    57.83670000    52.27264000    57.64290000    94.55300000
5.73233000    25.74297200    45.58755000    48.48382300    65.25012798
28.75100000    32.32041100    2.70250000    59.65700000    35.62484922
57.39400000    88.29350000    41.89111000    53.05791000    80.69829620
71.66598000    4.96260044    62.03645947    91.39100000    0.95276000
21.75010000    12.76200000    57.64640000    72.20913800    38.80031946
6.54185000    28.29700000    85.95580000    47.00680400    70.86366617
42.86491000    76.98778414    18.15550000    5.99490000    37.27300000
87.58751169    92.66359500    35.22271090    26.73000000    98.03849800
1.06510000    56.75805500    59.34300000    61.58385000    22.79252000
27.83240000    71.88000000    61.62000000    58.13560000    73.87500000
96.13649900    31.57090000    52.07103000    39.04815000    74.16040000
47.30424000    22.77030338    26.31550000    14.37160000    36.74063000
54.65100000    87.72784619    74.30709690    0.17730538    10.88760200
34.35686000    88.32768000    96.28941117    45.05926000    33.64283980
31.94650000    21.76951000    82.47159000    17.40000000    9.71353000
92.94430000    5.29233000    21.17750619    48.04855320    36.71242000
77.54805800    69.80791530    35.36304000    59.68602100    5.95100000
62.11280000    67.46274400    8.58353100    21.29922000    69.70571200
56.52100000    73.45276100    31.33553000    15.59327000    64.14806400
78.63500000    46.29263000    42.49100000    63.17941900    37.31900000
10.48190000    3.95315900    88.01803900    42.08300000    42.36050000
36.51201300    91.28160000    18.86830000    24.03882697    89.35490000
16.51701000    38.49180000    47.34065700    98.14763000    47.43935280
48.11600000    26.31350000    85.56721900    54.24309840    0.68408000
80.54600000    15.17100000    19.70518000    33.79627000    99.71657000
