0038.418     021.47625363       0000076.128 6.1329856     000059.39066
0070.856568   36.63489206     0000091.5615     78.73820592 0050.1343
     0080.932  43.218076 37.58372659     29.0942647     0010.72788
0056.7630382  88.199358 072.1537     34.6329138  059.56446005
    39.30656024 023.64001     27.27873454     000064.3572   12.25096659
      57.359601 000023.129   87.3052934  0079.233      01.361058997
     008.04309152 000006.8021 0015.84283  052.9614      91.33792018
      00028.095  41.10013937    075.46462  00000044.77     5.320192654
      00000061.529      4.54381751  00085.851    0003.9175   008.00547
074.33166655   37.093783       055.622251     0025.600927       053.27107
      24.922021 0072.7556   00030.142874  95.6546783  010.54354
   0085.93695     013.822826      000.040729     00071.30004      00078.85583
      091.545149       1.02375613       2.66046963    0000086.8027  56.2020866
005.5757       00007.837919      30.10125139     78.59176156    0020.7844
      32.17664615     00009.28863       007.40192658     87.9381614   000067.57766
 81.681491 000059.659      0071.939      000097.53861      34.9185421
 00000074.693 047.7879       08.12025   25.277038    12.54443093
  45.89249823       0045.2104402       24.10619492     000075.854   00000032.114
    35.8812434       15.21446925 00040.733359      00091.974564  0000068.2485
 000073.936    000023.6198 0000026.1797    33.0726384     051.3226
     00009.43841    69.07690294     31.44627839  000042.945     0040.51055
    30.2907409     0013.34406 005.1928413 00063.182272   25.42410356
   00069.13287   00027.53695   14.50191952  23.7257644   00064.39582
      2.116644354    028.62278427  0049.40649    9.6426289      05.265964
      0052.58184       00019.906968   65.66576   00000027.693  74.2554008
     52.98592076   028.26164    0005.6225      00000059.104   0064.2663
   012.87183       81.723222   58.45683649  66.5689236     0011.654887
 019.20842968       90.525086     082.444169    090.4984847    00094.26913
      0000066.4249       0000038.0463   23.86562728    00048.509453     028.3161
   88.471835      029.81042485     033.83132      094.70383     0.3965266
    03.70048 00040.587559   0094.310146    0000067.834      031.61958
 00092.208278    91.39414     0000014.567    0066.987      000023.9221
      0000073.1496     87.57394263   80.07141    0080.144646  66.6282126
  0072.139    57.275926       00000096.207     51.64942     000027.62812
      061.24891     079.39309322    00000073.038       59.41453852 0099.01389
   000020.08581    0071.93558 24.42776493 0042.7607192     0064.59776
